자치구,법정동,주거점수,교통점수,치안점수,생활점수_x,보증금(만원),임대료(만원),건축년도,공급건수,전월세평균,가격점수,안정성점수,공급점수,노후도점수,가장가까운역,거리_km,Unnamed: 0,평균소음(dB),공원수,병의원수,점포수,살인,강도,강간·강제추행,절도,폭력,CCTV,CCTV밀도(대/㎢),가로등수,가로등밀도(개/㎢),위도(법정동),경도(법정동),근처버스정류장수
은평구,불광동,0.757121333,0.720531625,0.728274068,0.49629654,15412.25293,21.8954576,2004.076448,3383,15434.14839,83.939639,84.80848464,20.02367564,91.84710352,독바위,0.239103349,21,47.78488318,136,786,16,7,3,153,1614,1716,5683,357.646318,6,0.377596,37.61915589,126.9355772,10
은평구,신사동,0.709960378,0.645590653,0.728274068,0.49629654,18120.45285,65.04872623,2000.053012,714.6666667,18185.50157,81.01313453,74.35433436,4.230048338,99.89397603,새절,0.752380982,21,47.78488318,136,786,16,7,3,153,1614,1716,5683,357.646318,6,0.377596,37.59561355,126.9072034,25
은평구,신사동,0.653125458,0.645590653,0.728274068,0.49629654,15942.57853,20.89361834,2003.466735,1715.333333,15963.47215,83.37661846,40.70660693,10.1529052,93.06652928,새절,0.752380982,21,47.78488318,136,786,16,7,3,153,1614,1716,5683,357.646318,6,0.377596,37.59561355,126.9072034,25
은평구,신사동,0.709960378,0.645590653,0.728274068,0.49629654,18120.45285,65.04872623,2000.053012,714.6666667,18185.50157,81.01313453,74.35433436,4.230048338,99.89397603,새절,0.752380982,21,47.78488318,136,786,16,7,3,153,1614,1716,5683,357.646318,6,0.377596,37.5238064,127.0265023,11
은평구,신사동,0.653125458,0.645590653,0.728274068,0.49629654,15942.57853,20.89361834,2003.466735,1715.333333,15963.47215,83.37661846,40.70660693,10.1529052,93.06652928,새절,0.752380982,21,47.78488318,136,786,16,7,3,153,1614,1716,5683,357.646318,6,0.377596,37.5238064,127.0265023,11
은평구,신사동,0.709960378,0.645590653,0.728274068,0.49629654,18120.45285,65.04872623,2000.053012,714.6666667,18185.50157,81.01313453,74.35433436,4.230048338,99.89397603,압구정,0.316236824,21,47.78488318,136,786,16,7,3,153,1614,1716,5683,357.646318,6,0.377596,37.59561355,126.9072034,25
은평구,신사동,0.653125458,0.645590653,0.728274068,0.49629654,15942.57853,20.89361834,2003.466735,1715.333333,15963.47215,83.37661846,40.70660693,10.1529052,93.06652928,압구정,0.316236824,21,47.78488318,136,786,16,7,3,153,1614,1716,5683,357.646318,6,0.377596,37.59561355,126.9072034,25
은평구,신사동,0.709960378,0.645590653,0.728274068,0.49629654,18120.45285,65.04872623,2000.053012,714.6666667,18185.50157,81.01313453,74.35433436,4.230048338,99.89397603,압구정,0.316236824,21,47.78488318,136,786,16,7,3,153,1614,1716,5683,357.646318,6,0.377596,37.5238064,127.0265023,11
은평구,신사동,0.653125458,0.645590653,0.728274068,0.49629654,15942.57853,20.89361834,2003.466735,1715.333333,15963.47215,83.37661846,40.70660693,10.1529052,93.06652928,압구정,0.316236824,21,47.78488318,136,786,16,7,3,153,1614,1716,5683,357.646318,6,0.377596,37.5238064,127.0265023,11
은평구,수색동,0.630470718,0.639380679,0.728274068,0.49629654,30549.76935,29.60201066,2015.0785,983.3333333,30579.37136,67.83027032,88.91223653,5.820262405,69.84299985,디지털미디어시티,1.017522438,21,47.78488318,136,786,16,7,3,153,1614,1716,5683,357.646318,6,0.377596,37.58557348,126.8945463,8
은평구,진관동,0.72869713,0.320426676,0.728274068,0.49629654,20303.62095,28.39835852,2012.495142,3456.666667,20332.0193,78.72996936,95.9215776,20.45970208,75.00971636,구파발,1.710881065,21,47.78488318,136,786,16,7,3,153,1614,1716,5683,357.646318,6,0.377596,37.63967719,126.937824,4
은평구,갈현동,0.686858386,0.666465555,0.728274068,0.49629654,13269.09198,22.00039874,2004.992078,1714,13291.09238,86.21912208,52.76074513,10.14501332,90.01584342,연신내,0.694548802,21,47.78488318,136,786,16,7,3,153,1614,1716,5683,357.646318,6,0.377596,37.62154289,126.9135787,25
은평구,녹번동,0.714255572,0.73153312,0.728274068,0.49629654,20037.84232,25.04109358,2008.550536,1982.666667,20062.88341,79.01623846,88.61157292,11.73522738,82.89892887,녹번,0.502258216,21,47.78488318,136,786,16,7,3,153,1614,1716,5683,357.646318,6,0.377596,37.60530969,126.934583,13
은평구,구산동,0.723732781,0.591119774,0.728274068,0.49629654,13229.2152,23.94655903,2007.110076,912,13253.16176,86.25946736,77.83430124,5.398046759,85.77984778,구산,0.877381881,21,47.78488318,136,786,16,7,3,153,1614,1716,5683,357.646318,6,0.377596,37.61107267,126.9073108,25
은평구,역촌동,0.711008794,0.659343229,0.728274068,0.49629654,12286.13297,24.26137594,2006.432803,1873,12310.39434,87.26225141,63.68338298,11.08612015,87.13439408,응암,0.669917305,21,47.78488318,136,786,16,7,3,153,1614,1716,5683,357.646318,6,0.377596,37.60457761,126.9146253,30
구로구,천왕동,0.741188605,0.656642899,0.711308803,0.47487248,13224.82466,12.68878419,2013.212139,1287.333333,13237.51344,86.27611186,94.00752195,7.619611325,73.57572292,천왕,0.658432532,6,47.33544362,114,648,18,12,7,194,1624,1900,5694,380.106809,314,20.961282,37.48083583,126.8398191,20
구로구,고척동,0.751468029,0.578616187,0.711308803,0.47487248,16623.37612,25.2517517,2003.41184,1924.666667,16648.62787,82.64784569,90.68821192,11.39193055,93.17632075,양천구청,1.146950004,6,47.33544362,114,648,18,12,7,194,1624,1900,5694,380.106809,314,20.961282,37.50316823,126.8588755,39
구로구,궁동,0.716215646,0.531992058,0.711308803,0.47487248,11519.1235,19.23244066,2001.478445,485.3333333,11538.35594,88.08343782,62.96241188,2.872644767,97.04311035,온수,1.038165687,6,47.33544362,114,648,18,12,7,194,1624,1900,5694,380.106809,314,20.961282,37.50043291,126.8285254,11
구로구,항동,0.539807019,0.49899842,0.711308803,0.47487248,26360.16131,21.42689473,2013.997986,412,26381.58821,72.29528457,33.33333333,2.438591299,72.00402838,온수,1.228780996,6,47.33544362,114,648,18,12,7,194,1624,1900,5694,380.106809,314,20.961282,37.48103638,126.824597,20
구로구,가리봉동,0.663476667,0.753730581,0.711308803,0.47487248,7506.22884,27.26864203,2007.254429,772.3333333,7533.497482,92.34324578,33.33333333,4.571372201,85.49114192,남구로,0.390790608,6,47.33544362,114,648,18,12,7,194,1624,1900,5694,380.106809,314,20.961282,37.48270012,126.8880375,34
구로구,신도림동,0.625949493,0.729898701,0.711308803,0.47487248,33751.26841,38.3059434,2004.801971,1624.333333,33789.57435,64.41570563,76.92772646,9.614284305,90.39605722,도림천,0.535349049,6,47.33544362,114,648,18,12,7,194,1624,1900,5694,380.106809,314,20.961282,37.50994606,126.8821852,26
구로구,구로동,0.822259141,0.610835263,0.711308803,0.47487248,13837.80136,29.11205388,2000.848642,6810.333333,13866.91341,85.60664425,93.15360551,40.30975634,98.3027163,남구로,0.924891268,6,47.33544362,114,648,18,12,7,194,1624,1900,5694,380.106809,314,20.961282,37.49423489,126.8846864,24
구로구,오류동,0.770475571,0.675707927,0.711308803,0.47487248,11748.00262,24.48835726,2006.643735,2097.333333,11772.49098,87.83439772,91.30694727,12.41392917,86.7125296,천왕,0.58757143,6,47.33544362,114,648,18,12,7,194,1624,1900,5694,380.106809,314,20.961282,37.49199195,126.8385475,29
구로구,개봉동,0.667509604,0.702128186,0.711308803,0.47487248,18792.76003,27.31883976,2005.451616,3546,18820.07887,80.33816001,50.34548309,20.98845812,89.09676729,천왕,1.439618741,6,47.33544362,114,648,18,12,7,194,1624,1900,5694,380.106809,314,20.961282,37.49422507,126.8519422,25
구로구,온수동,0.659776614,0.707818359,0.711308803,0.47487248,17875.30922,20.64302557,2001.78794,336.6666667,17895.95225,81.32111658,52.77290071,1.99270001,96.42412002,온수,0.331103151,6,47.33544362,114,648,18,12,7,194,1624,1900,5694,380.106809,314,20.961282,37.49414446,126.8206167,15
강북구,번동,0.744274197,0.578020453,0.693696806,0.381162524,11397.05139,24.05823031,1998.723169,1516.333333,11421.10962,88.20814804,67.97019977,8.975041926,102.553663,미아,0.979834772,2,47.38917584,87,526,12,7,1,141,917,1431,3584,318.577778,,,37.62904451,127.0367549,43
강북구,우이동,0.728410733,0.298676539,0.693696806,0.381162524,12028.52341,24.52652098,2002.544451,282.6666667,12053.04993,87.53597837,72.92728819,1.67307882,94.91109787,쌍문,3.42132617,2,47.38917584,87,526,12,7,1,141,917,1431,3584,318.577778,,,37.66328757,127.0005182,0
강북구,미아동,0.798082588,0.719660119,0.693696806,0.381162524,14964.49572,26.86441018,2002.578219,4581.333333,14991.36013,84.41061519,96.54470605,27.1165039,94.84356272,미아,0.625208893,2,47.38917584,87,526,12,7,1,141,917,1431,3584,318.577778,,,37.62109949,127.0238797,19
강북구,수유동,0.773117816,0.617601305,0.693696806,0.381162524,8028.088577,32.9810195,2005.629543,3925.333333,8061.069597,91.78208839,73.1227272,23.23369833,88.74091449,수유,1.537935981,2,47.38917584,87,526,12,7,1,141,917,1431,3584,318.577778,,,37.63832683,127.0073719,20
강동구,강일동,0.656977663,0.464018994,0.685996589,0.207030032,18648.65451,19.29886085,2014.073909,2546.333333,18667.95337,80.49996982,62.04613059,15.07152017,71.85218163,강일,1.28599058,1,52.37950359,131,1010,9,4,5,144,1676,1569,4238,310.47619,861,63.076923,37.56891631,127.1733832,21
강동구,성내동,0.757813654,0.664729918,0.685996589,0.207030032,16506.84888,28.4657157,2006.705087,4327.333333,16535.31459,82.7683725,87.83370067,25.61310052,86.58982621,강동,0.666110661,1,52.37950359,131,1010,9,4,5,144,1676,1569,4238,310.47619,861,63.076923,37.53049396,127.1289921,20
강동구,암사동,0.710139112,0.729726592,0.685996589,0.207030032,25122.38332,27.45317822,2006.435889,3436.333333,25149.8365,73.60544967,90.45525259,20.33935089,87.1282217,암사,0.907834415,1,52.37950359,131,1010,9,4,5,144,1676,1569,4238,310.47619,861,63.076923,37.55780515,127.1310629,8
강동구,명일동,0.675023251,0.673397731,0.685996589,0.207030032,28880.9887,27.89267033,2000.481661,2244,28908.88137,69.60710379,79.2548306,13.28203611,99.03667769,명일,0.651936534,1,52.37950359,131,1010,9,4,5,144,1676,1569,4238,310.47619,861,63.076923,37.54905371,127.15081,17
강동구,둔촌동,0.614539381,0.748541288,0.685996589,0.207030032,28396.16754,25.17936956,2006.083678,1368,28421.34691,70.12567472,60.00821731,8.097070139,87.83264491,둔촌동,0.753935654,1,52.37950359,131,1010,9,4,5,144,1676,1569,4238,310.47619,861,63.076923,37.52826381,127.1447274,19
강동구,길동,0.678147097,0.694888717,0.685996589,0.207030032,16508.95653,29.679501,2006.84564,2848.666667,16538.63603,82.76483962,54.78415574,16.86100424,86.30872051,길동,0.545977203,1,52.37950359,131,1010,9,4,5,144,1676,1569,4238,310.47619,861,63.076923,37.53961614,127.1459293,18
강동구,천호동,0.757798659,0.675782094,0.685996589,0.207030032,16133.66555,28.6088941,2008.038178,6266.666667,16162.27444,83.16516041,80.22481475,37.09184177,83.92364301,암사,0.638385398,1,52.37950359,131,1010,9,4,5,144,1676,1569,4238,310.47619,861,63.076923,37.54437583,127.1276314,22
강동구,상일동,0.524530937,0.645334589,0.685996589,0.207030032,34521.20391,32.07213913,2016.268332,2851.333333,34553.27605,63.60338664,40.00190872,16.876788,67.46333644,상일동,0.686106898,1,52.37950359,131,1010,9,4,5,144,1676,1569,4238,310.47619,861,63.076923,37.55110307,127.16964,25
강동구,고덕동,0.596614663,0.487681367,0.685996589,0.207030032,39594.16858,36.51545405,2011.058429,2523.666667,39630.68404,58.20275059,83.1850798,14.93735819,77.88314224,고덕,1.041266281,1,52.37950359,131,1010,9,4,5,144,1676,1569,4238,310.47619,861,63.076923,37.56382215,127.1582303,6
동대문구,전농동,0.69161615,0.634629095,0.68505535,0.484891892,22204.71612,32.38233351,2006.734967,2597,22237.09846,76.70361277,77.62293491,15.37141166,86.53006609,청량리,0.941111854,10,45.90028121,92,690,13,5,4,146,1280,1522,3846,277.489177,490,35.353535,37.57974739,127.0557055,19
동대문구,신설동,0.716966044,0.833716477,0.68505535,0.484891892,10264.11354,36.77095903,2013.786036,524,10300.8845,89.39968675,78.3367266,3.101509322,72.42792851,신설동,0.048038798,10,45.90028121,92,690,13,5,4,146,1280,1522,3846,277.489177,490,35.353535,37.57494375,127.0255608,23
동대문구,회기동,0.776342832,0.679021004,0.68505535,0.484891892,8326.34613,42.53283068,2000.139924,811,8368.87896,91.45468387,81.14441495,4.800236756,99.72015197,월곡,1.264501265,10,45.90028121,92,690,13,5,4,146,1280,1522,3846,277.489177,490,35.353535,37.5937358,127.0514534,10
동대문구,휘경동,0.738113942,0.644159638,0.68505535,0.484891892,11733.91455,35.28848772,2007.799663,2584,11769.20303,87.83789498,74.69087837,15.29446582,84.40067437,청량리,1.937848728,10,45.90028121,92,690,13,5,4,146,1280,1522,3846,277.489177,490,35.353535,37.58821358,127.0645215,17
동대문구,제기동,0.726641773,0.676415916,0.68505535,0.484891892,11315.66819,38.3786512,2003.890724,1245.666667,11354.04684,88.27948004,67.92852957,7.372990036,92.21855221,제기동,0.661193493,10,45.90028121,92,690,13,5,4,146,1280,1522,3846,277.489177,490,35.353535,37.58377513,127.0372406,15
동대문구,용두동,0.716164265,0.750959987,0.68505535,0.484891892,18480.81935,42.86994167,2011.012154,2380.666667,18523.68929,80.65341777,87.39860412,14.09095393,77.9756911,제기동,0.27124548,10,45.90028121,92,690,13,5,4,146,1280,1522,3846,277.489177,490,35.353535,37.57572085,127.0342917,21
동대문구,답십리동,0.653894294,0.683694837,0.68505535,0.484891892,23783.08907,34.01717235,2009.266501,3231,23817.10624,75.0230216,63.94634343,19.12400118,81.46699834,답십리,0.585838304,10,45.90028121,92,690,13,5,4,146,1280,1522,3846,277.489177,490,35.353535,37.57101947,127.0566988,15
동대문구,이문동,0.740415807,0.724251176,0.68505535,0.484891892,12457.57544,33.56553247,2001.381834,1926.666667,12491.14097,87.06999844,71.05283182,11.40376837,97.23633276,돌곶이,1.367823036,10,45.90028121,92,690,13,5,4,146,1280,1522,3846,277.489177,490,35.353535,37.59946115,127.0632502,13
동대문구,장안동,0.72357001,0.527351627,0.68505535,0.484891892,18711.94562,32.19099847,2009.325734,3130.333333,18744.13661,80.41893675,85.83014096,18.52816415,81.34853232,장한평,1.08484917,10,45.90028121,92,690,13,5,4,146,1280,1522,3846,277.489177,490,35.353535,37.57020729,127.0700247,26
동대문구,청량리동,0.713968085,0.602855063,0.68505535,0.484891892,14294.45811,32.66667676,1999.987159,920.3333333,14327.12478,85.11713579,65.08641409,5.447371017,100.0256811,고려대,0.815612003,10,45.90028121,92,690,13,5,4,146,1280,1522,3846,277.489177,490,35.353535,37.58879611,127.0452887,14
노원구,하계동,0.730996474,0.719013481,0.679982193,0.65224939,21479.10022,26.01168726,1992.738427,1873,21505.1119,77.48219762,77.58579313,11.08612015,114.5231462,하계,0.422820637,8,46.92384333,186,844,14,7,3,159,1632,1766,4105,281.743308,645,44.269046,37.63764464,127.0725102,27
노원구,중계동,0.752793139,0.495374734,0.679982193,0.65224939,25629.59588,25.60161284,1994.199249,3865.333333,25655.19749,73.06791736,92.86672659,22.87856368,111.601502,상계,1.219227187,8,46.92384333,186,844,14,7,3,159,1632,1766,4105,281.743308,645,44.269046,37.65101315,127.0799984,18
노원구,공릉동,0.751629223,0.341343623,0.679982193,0.65224939,14037.01011,28.19829822,2005.132484,3446.333333,14065.20841,85.39572578,79.72511816,20.39854,89.735032,화랑대,1.327169105,8,46.92384333,186,844,14,7,3,159,1632,1766,4105,281.743308,645,44.269046,37.63049643,127.0910119,0
노원구,월계동,0.781972732,0.710569748,0.679982193,0.65224939,18476.35809,23.75762662,1997.36249,3324.333333,18500.11571,80.67849203,95.57654663,19.67643287,105.2750195,하계,1.341493258,8,46.92384333,186,844,14,7,3,159,1632,1766,4105,281.743308,645,44.269046,37.62824431,127.0567402,21
노원구,상계동,0.86252024,0.461096881,0.679982193,0.65224939,15890.40752,23.16158262,1993.921666,9269,15913.5691,83.42969834,97.42158449,54.86238532,112.1566673,당고개,0.807215156,8,46.92384333,186,844,14,7,3,159,1632,1766,4105,281.743308,645,44.269046,37.67299339,127.070338,0
동작구,사당동,0.773560449,0.821695868,0.659665693,0.269918731,20343.55012,30.78258033,2005.189948,7040.333333,20374.3327,78.68496229,91.59941051,41.67110585,89.62010487,남성,0.14862786,11,49.02533609,87,678,6,3,3,191,1183,1262,3664,259.123055,657,46.463932,37.4856227,126.9723114,35
동작구,동작동,0.453885226,0.576808486,0.659665693,0.269918731,60113.89805,54.61908245,2012.53319,219,60168.51713,36.35747792,78.87652237,1.296241492,74.93361933,동작,0.736847133,11,49.02533609,87,678,6,3,3,191,1183,1262,3664,259.123055,657,46.463932,37.49921745,126.9738753,1
동작구,흑석동,0.591363151,0.727728457,0.659665693,0.269918731,37790.938,43.03470294,2007.688942,1791.333333,37833.9727,60.11384066,73.97832987,10.60274243,84.62211603,숭실대입구,1.280914471,11,49.02533609,87,678,6,3,3,191,1183,1262,3664,259.123055,657,46.463932,37.50549296,126.9623371,31
동작구,신대방동,0.688002908,0.749759354,0.659665693,0.269918731,19234.21309,28.02839207,2005.491436,2751.666667,19262.24148,79.8678493,65.35383179,16.28686988,89.01712876,신대방,0.667200566,11,49.02533609,87,678,6,3,3,191,1183,1262,3664,259.123055,657,46.463932,37.492674,126.9171914,15
동작구,노량진동,0.766154549,0.754241762,0.659665693,0.269918731,11571.74791,35.28950158,2000.69814,2188.666667,11607.03742,88.01038407,79.3826319,12.95452303,98.60372029,장승배기,0.788024265,11,49.02533609,87,678,6,3,3,191,1183,1262,3664,259.123055,657,46.463932,37.51156999,126.9418838,23
동작구,상도동,0.726686481,0.698489229,0.659665693,0.269918731,21608.88218,30.11944645,2008.136356,6465.333333,21639.00162,77.33978448,78.4975139,38.26773207,83.72728837,상도,0.567717084,11,49.02533609,87,678,6,3,3,191,1183,1262,3664,259.123055,657,46.463932,37.49870777,126.9440803,27
동작구,대방동,0.734650967,0.720766567,0.659665693,0.269918731,18987.04964,30.32917342,2005.975998,1970.666667,19017.37882,80.12829993,92.22057981,11.66420045,88.04800468,신대방삼거리,0.795110529,11,49.02533609,87,678,6,3,3,191,1183,1262,3664,259.123055,657,46.463932,37.50687904,126.9280084,25
동작구,본동,0.631556091,0.831990784,0.659665693,0.269918731,34615.99378,28.03761383,2000.127466,575,34644.03139,63.50685381,79.64957896,3.403373779,99.74506866,상도,1.184833111,11,49.02533609,87,678,6,3,3,191,1183,1262,3664,259.123055,657,46.463932,37.5124478,126.953659,26
동작구,상도1동,0.707551118,0.767933716,0.659665693,0.269918731,6434.002746,42.59585239,2010.096851,961.6666667,6476.598598,93.4674269,55.98325355,5.692019335,79.80629832,상도,0.244091307,11,49.02533609,87,678,6,3,3,191,1183,1262,3664,259.123055,657,46.463932,37.50327448,126.9506417,38
금천구,시흥동,0.78447441,0.414052107,0.654187351,0.420758976,13511.20587,20.73496095,2001.771746,4003,13531.94083,85.9629412,87.21742083,23.69340041,96.45650801,구로디지털단지,3.981064474,7,45.5174216,55,406,15,4,5,128,987,1116,3458,341.699605,35,3.458498,37.4495306,126.9092898,41
금천구,가산동,0.734362012,0.738194496,0.654187351,0.420758976,9833.852308,29.44979033,2015.636091,2785.333333,9863.302099,89.86512567,78.60772319,16.48613988,68.72781824,가산디지털단지,0.420536219,7,45.5174216,55,406,15,4,5,128,987,1116,3458,341.699605,35,3.458498,37.47668486,126.8837779,37
금천구,독산동,0.787337433,0.616861069,0.654187351,0.420758976,14686.65589,27.6357105,2009.72792,6195.666667,14714.2916,84.70532191,93.99359285,36.67159909,80.54415952,구로디지털단지,1.982747042,7,45.5174216,55,406,15,4,5,128,987,1116,3458,341.699605,35,3.458498,37.46747651,126.8982974,24
서대문구,미근동,0.734174742,0.789488914,0.654052683,0.388343345,7168.815193,28.01252834,1984.672653,39.66666667,7196.827721,92.70134795,37.16689297,0.234783467,130.6546939,서대문,0.280016766,13,48.58337668,125,499,9,5,0,160,1194,1026,4218,268.320611,381,24.236641,37.56334513,126.9673035,39
서대문구,천연동,0.685610201,0.679647572,0.654052683,0.388343345,20787.16857,35.67689836,2000.162852,221,20822.84547,78.20789718,71.54857674,1.308079313,99.67429537,서대문,0.677468715,13,48.58337668,125,499,9,5,0,160,1194,1026,4218,268.320611,381,24.236641,37.56790609,126.9594361,39
서대문구,영천동,0.643984304,0.700645653,0.654052683,0.388343345,38591.73965,36.22284197,1995.476782,87,38627.96249,59.26930544,91.64785322,0.51494525,109.046435,독립문,0.470325045,13,48.58337668,125,499,9,5,0,160,1194,1026,4218,268.320611,381,24.236641,37.5702992,126.9577082,36
서대문구,연희동,0.739482023,0.373325089,0.654052683,0.388343345,10847.0556,43.66651185,2001.490839,2173,10890.72211,88.77230004,65.40017435,12.86179343,97.01832247,홍대입구,1.875439957,13,48.58337668,125,499,9,5,0,160,1194,1026,4218,268.320611,381,24.236641,37.5719819,126.9328281,18
서대문구,충정로3가,0.728286619,0.782781518,0.654052683,0.388343345,10380.54014,41.51339306,2010.819335,536.6666667,10422.05353,89.2708041,79.81294067,3.176482194,78.36132956,충정로,0.239401805,13,48.58337668,125,499,9,5,0,160,1194,1026,4218,268.320611,381,24.236641,37.56211703,126.9619637,31
서대문구,창천동,0.753645272,0.72411311,0.654052683,0.388343345,5547.346265,47.92089471,2002.394888,1402.333333,5595.26716,94.40486395,63.17759299,8.300286081,95.21022448,신촌,0.459219588,13,48.58337668,125,499,9,5,0,160,1194,1026,4218,268.320611,381,24.236641,37.55869866,126.9342113,26
서대문구,북아현동,0.616911284,0.706026766,0.654052683,0.388343345,32887.91366,37.86787483,2008.322964,1534.333333,32925.78153,65.33448755,75.79268214,9.081582322,83.354072,아현,0.576114034,13,48.58337668,125,499,9,5,0,160,1194,1026,4218,268.320611,381,24.236641,37.56241986,126.9543865,18
서대문구,옥천동,0.792834173,0.680260941,0.654052683,0.388343345,4893.427145,38.66755285,1995.015679,80.33333333,4932.094698,95.110254,75.80835489,0.475485844,109.9686428,독립문,0.58536163,13,48.58337668,125,499,9,5,0,160,1194,1026,4218,268.320611,381,24.236641,37.56935097,126.9591279,43
서대문구,북가좌동,0.708840468,0.518887181,0.654052683,0.388343345,20436.04021,28.27600642,2002.607424,1786.666667,20464.31622,78.58925042,78.92690379,10.57512084,94.78515155,증산,0.587847342,13,48.58337668,125,499,9,5,0,160,1194,1026,4218,268.320611,381,24.236641,37.5788101,126.9111794,25
서대문구,홍제동,0.70048949,0.704339739,0.654052683,0.388343345,23889.70268,27.69068533,2003.475482,2313,23917.39337,74.91635019,82.89926148,13.69044096,93.0490363,홍제,0.472186138,13,48.58337668,125,499,9,5,0,160,1194,1026,4218,268.320611,381,24.236641,37.58707692,126.9489512,18
서대문구,냉천동,0.530606089,0.751325931,0.654052683,0.388343345,36141.09222,40.09517425,2005.70875,132,36181.18739,61.87184238,43.60059142,0.781296241,88.58249968,서대문,0.389080233,13,48.58337668,125,499,9,5,0,160,1194,1026,4218,268.320611,381,24.236641,37.56681403,126.9624187,54
서대문구,남가좌동,0.668549585,0.617392408,0.654052683,0.388343345,29241.66978,35.1461774,2010.632151,2190.666667,29276.81595,69.21574647,92.45888193,12.96636086,78.73569815,증산,1.260078574,13,48.58337668,125,499,9,5,0,160,1194,1026,4218,268.320611,381,24.236641,37.57562241,126.9194279,26
서대문구,충정로2가,0.701654772,0.814451849,0.654052683,0.388343345,11604.13952,36.92882788,2002.910308,97,11641.06835,87.97418673,59.82678117,0.574134359,94.17938326,서대문,0.242173507,13,48.58337668,125,499,9,5,0,160,1194,1026,4218,268.320611,381,24.236641,37.56485395,126.9641762,47
서대문구,합동,0.68569123,0.777102673,0.654052683,0.388343345,22195.70044,58.42975795,2006.346939,84.66666667,22254.1302,76.68549678,85.27643046,0.501134458,87.30612245,충정로,0.249549035,13,48.58337668,125,499,9,5,0,160,1194,1026,4218,268.320611,381,24.236641,37.56158643,126.9660703,42
서대문구,현저동,0.583031174,0.731863898,0.654052683,0.388343345,31497.50643,33.59838239,1998.287802,235.6666667,31531.10481,66.81794946,45.85624965,1.394890007,103.4243952,독립문,0.350969326,13,48.58337668,125,499,9,5,0,160,1194,1026,4218,268.320611,381,24.236641,37.57377158,126.9540462,15
서대문구,대신동,0.778740213,0.700830962,0.654052683,0.388343345,3559.471556,45.52464151,2000.419316,196.3333333,3604.996198,96.52183567,72.82293096,1.162079511,99.1613689,이대,0.842627129,13,48.58337668,125,499,9,5,0,160,1194,1026,4218,268.320611,381,24.236641,37.56422013,126.9443095,10
서대문구,대현동,0.676170155,0.691820525,0.654052683,0.388343345,11399.95398,52.0511606,2017.948925,1038.666667,11452.00514,88.17528571,64.95941925,6.147775476,64.10214947,이대,0.409943256,13,48.58337668,125,499,9,5,0,160,1194,1026,4218,268.320611,381,24.236641,37.56041265,126.9463137,21
서대문구,봉원동,0.726281702,0.523494828,0.654052683,0.388343345,3576.893939,45.42550505,1999.943434,10.33333333,3622.319444,96.50340962,46.75160698,0.06116208,100.1131313,독립문,0.992375176,13,48.58337668,125,499,9,5,0,160,1194,1026,4218,268.320611,381,24.236641,37.57263113,126.9469256,5
서대문구,홍은동,0.707871586,0.625957847,0.654052683,0.388343345,18440.02442,25.21453045,2003.453928,1827.666667,18465.23895,80.71558906,74.2143651,10.81779619,93.09214407,홍제,0.67257912,13,48.58337668,125,499,9,5,0,160,1194,1026,4218,268.320611,381,24.236641,37.5930261,126.9385725,31
서대문구,신촌동,0.702073849,0.602112565,0.654052683,0.388343345,5659.502394,45.65288486,2000.644796,46,5705.155278,94.28798035,41.07996495,0.272269902,98.71040865,이대,1.055632998,13,48.58337668,125,499,9,5,0,160,1194,1026,4218,268.320611,381,24.236641,37.56554457,126.9413962,9
관악구,신림동,0.875107412,0.517816202,0.620519914,0.582141544,9449.716287,32.80945313,2006.379779,14761,9482.525741,90.27014227,80.92123613,87.3690441,87.24044158,봉천,2.19964136,4,46.53596452,134,788,21,16,10,328,2013,2402,6614,420.737913,96,6.10687,37.46320091,126.9358043,9
관악구,봉천동,0.884107858,0.73788241,0.620519914,0.582141544,12890.63732,32.51059965,2006.740053,15907.33333,12923.14792,86.6104899,90.02221746,94.15408898,86.5198931,서울대입구,0.367401536,4,46.53596452,134,788,21,16,10,328,2013,2402,6614,420.737913,96,6.10687,37.47797571,126.9534855,18
관악구,남현동,0.735556079,0.329777676,0.620519914,0.582141544,14021.60628,32.78094963,2007.766735,1198.666667,14054.38722,85.40723584,85.58895154,7.094801223,84.46652992,남태령,1.001092669,4,46.53596452,134,788,21,16,10,328,2013,2402,6614,420.737913,96,6.10687,37.46411185,126.9777687,0
강서구,외발산동,0.681684184,0.417162298,0.600652163,0.55617809,11448.31136,20.34664225,2007.991697,34.66666667,11468.658,88.15757273,57.28181449,0.205188912,84.01660562,우장산,1.488535173,3,47.89957567,174,1050,9,1,6,300,1794,2195,3874,204.324895,1209,63.765823,37.5470879,126.8196338,22
강서구,오쇠동,,0.133917124,0.600652163,0.55617809,,,,,,,,,,김포공항,2.095552574,3,47.89957567,174,1050,9,1,6,300,1794,2195,3874,204.324895,1209,63.765823,37.54347724,126.7979335,0
강서구,등촌동,0.73453171,0.664954811,0.600652163,0.55617809,20202.71754,25.48301796,2007.414994,4557,20228.20056,78.84039721,86.05799517,26.97247706,85.17001185,우장산,1.709976157,3,47.89957567,174,1050,9,1,6,300,1794,2195,3874,204.324895,1209,63.765823,37.55456465,126.854308,24
강서구,과해동,,0.236091651,0.600652163,0.55617809,,,,,,,,,,김포공항,1.25032168,3,47.89957567,174,1050,9,1,6,300,1794,2195,3874,204.324895,1209,63.765823,37.56562497,126.7878031,0
